J;F;M;A;M;J;J;A;S;O;N;D;Station
0;0;0;0;0;0;18;106;46;0;0;0;Parc Langelier - Marie-Victorin
0;0;0;48;215;292;309;253;142;167;69;0;Parc LaSalle (10e avenue / Victoria)
0;0;0;116;592;887;835;988;894;602;142;0;Parc Loyola (Somerled / Doherty)
0;0;0;800;2287;2334;2506;2539;2617;2119;897;0;Parc Ludger-Duvernay (St-André / St-Hubert)
0;0;0;37;379;271;363;300;284;245;76;0;Parc Luigi-Pirandello (de Bretagne / Jean-Rivard)
0;0;0;184;727;1092;1181;1072;970;666;225;0;Parc MacDonald (Clanranald / Isabella)
0;0;0;0;114;0;0;0;0;0;0;0;Parc MacDonald (Earnscliffe / Dupuis)
0;0;0;563;2442;2839;4095;3672;3355;2482;672;0;Parc Maisonneuve (Viau / Sherbrooke)
0;0;0;17;64;84;82;104;136;86;12;0;Parc Marlborough (Beauzèle / Robichaud)
0;0;0;0;0;0;12;34;0;0;0;0;Parc Maurice Bélanger (Forest / de l'Hôtel-de-Ville)
0;0;0;32;149;3;0;38;51;70;30;0;Parc Maurice Bélanger (Hebert / Forest)
0;0;0;0;0;0;0;122;137;96;64;0;Parc Maurice-Bélanger (Hébert / Denommée)
0;0;0;91;1250;1215;1080;1102;799;545;186;0;Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési)
0;0;0;0;0;0;0;349;637;469;156;0;Parc Nicolas-Tillemont (des Érables / Villeray)
0;0;0;25;119;148;133;97;58;81;35;0;Parc Noel-Nord (Toupin / Keller)
0;0;0;0;0;0;0;580;889;460;128;0;Parc Olympique (Pie-IX / Sherbrooke)
0;0;0;68;193;207;114;175;162;181;84;0;Parc Ottawa (de Belleville / Fleury)
0;0;0;351;711;869;751;801;790;0;0;0;Parc Outremont (Bloomfield / Elmwood)
0;0;0;0;0;0;0;0;25;714;317;0;Parc Outremont (Bloomfield / St-Viateur)
0;0;0;33;267;269;232;370;258;171;58;0;Parc Painter (Marcotte / Quenneville)
0;0;0;221;795;240;2243;2446;1364;786;237;0;Parc Plage
0;0;0;426;1333;1521;1591;1521;1309;1207;419;0;Parc Pratt (Dunlop / Van Horne)
0;0;0;1907;5368;5668;6387;6331;5866;4322;1533;0;Parc Père-Marquette (Chambord / Rosemont)
0;0;0;566;1950;1972;2395;3196;2842;2660;1064;0;Parc Père-Marquette (de Lanaudière / de Bellechasse)
0;0;0;41;174;207;348;389;321;195;48;0;Parc Reine-Élizabeth (Penniston / Crawford)
0;0;0;278;1282;1255;1509;1238;783;375;110;0;Parc riverain de Lachine (des Iroquois)
0;0;0;0;0;0;0;0;0;67;8;0;Parc Saint-Laurent (Dutrisac)
0;0;0;0;59;62;67;124;115;64;20;0;Parc Sauvé (Balzac / de Bayonne)
0;0;0;63;272;199;189;197;180;155;50;0;Parc St-Claude (7e avenue / 8e rue)
0;0;0;377;1021;1167;1228;1338;1004;686;268;0;Parc St-Henri (Laporte / Guay)
0;0;0;47;132;167;184;168;103;85;49;0;Parc St-Laurent (Dutrisac)
0;0;0;43;164;142;134;162;101;104;30;0;Parc St-Laurent (Salk / Thomas-Chapais)
0;0;0;160;500;431;551;510;338;194;71;0;Parc St-Louis (St-Joseph / 34e avenue)
0;0;0;672;2035;2361;2585;2484;2246;1615;430;0;Parc St-Paul (Le Caron / Marc-Sauvalle)
0;0;0;0;0;0;0;0;0;87;208;0;Parc St-Paul (Marc-Sauvalle / Le Caron)
0;0;0;35;214;217;236;192;137;161;63;0;Parc Stoney-Point (St-Joseph / 47e avenue)
0;0;0;47;224;288;339;204;137;156;38;0;Parc Summerlea (53e avenue / St-Joseph)
0;0;0;302;984;1410;1740;816;678;582;225;0;Parc Tino-Rossi (18e avenue / Everett)
0;0;0;321;299;0;0;0;0;207;280;0;Parc Turin (Chambord / Jean-Talon)
0;0;0;80;492;763;757;710;548;397;104;0;Parc Van Horne (de la Peltrie / de Westbury)
0;0;0;275;1066;1644;1990;1872;1712;1335;538;0;Parc Villeray (Christophe-Colomb / Jarry)
0;0;0;41;252;232;218;224;119;165;61;0;Parc Wilfrid-Bastien (Lacordaire / des Galets)
0;0;0;394;1198;1518;1765;1712;1333;801;277;0;Park Row O / Sherbrooke
0;0;0;1094;3572;4478;5473;5667;4706;4078;1579;0;Parthenais / du Mont-Royal
0;0;0;351;1050;0;0;0;0;0;0;0;Parthenais / Ste-Catherine
0;0;0;278;1085;1381;1538;1538;1109;795;287;0;Paré / Mountain Sights
0;0;0;0;1960;4867;5850;5358;4716;3472;1255;0;Peel / Ottawa
0;0;0;207;591;645;759;876;679;490;173;0;Pierre-de-Coubertin / Langelier
0;0;0;0;0;0;0;25;40;35;27;0;Pierre-Péladeau / du Centropolis
0;0;0;478;2827;3681;4167;4301;3882;2654;1084;0;Place d'Youville / McGill
0;0;0;0;0;0;0;0;983;1688;715;0;Place des Festivals ( du Président-Kennedy / de Bleury)
0;0;0;0;241;28;0;0;0;0;0;0;Place du Canada ( Peel / de la Gauchetière)
0;0;0;339;1861;3210;3602;3400;3672;3097;1278;0;Place du Canada (Peel / de la Gauchetière)
0;0;0;644;2048;2157;2542;2313;1957;1462;499;0;Place du Commerce
0;0;0;18;108;131;172;136;115;60;15;0;Place du Village (St-Jean-Baptiste / Notre-Dame)
0;0;0;23;74;73;115;79;46;28;6;0;Place du Village-de-la-Pointe-aux-Trembles (St-Jean-Baptiste / Notre-Dame)
0;0;0;30;170;272;286;218;246;125;39;0;Place Longueuil
0;0;0;293;943;1142;1114;1222;1071;811;340;0;Place Rodolphe-Rousseau (Gohier / Édouard-Laurin)
0;0;0;1224;3808;3997;1851;3549;2775;1630;644;0;Place Émilie-Gamelin (St-Hubert / de Maisonneuve)
0;0;0;299;1127;1306;1537;1472;2030;1853;667;0;Plessis / Logan
0;0;0;1100;3113;3503;3898;4017;3818;3357;1281;0;Plessis / Ontario
0;0;0;606;1868;2248;2426;2192;1812;1067;219;0;Plessis / René-Lévesque
0;0;0;1700;4406;4508;4679;4684;4434;4179;1674;0;Pontiac / Gilford
0;0;0;639;1832;2383;2174;2323;2154;1753;715;0;Poupart / Ontario
0;0;0;707;2188;2675;3086;2859;2410;1868;724;0;Poupart / Ste-Catherine
0;0;0;156;643;832;924;1341;1331;1126;497;0;Pratt / Bates
0;0;0;3709;9328;10416;11653;11627;12741;11141;4467;0;Prince-Arthur / du Parc
0;0;0;1261;3902;4304;4470;4002;5030;4209;1784;0;Prince-Arthur / St-Urbain
0;0;0;0;0;0;0;8;156;211;92;0;Préfontaine / Marcel-Pépin
0;0;0;159;585;556;661;848;898;714;261;0;Péloquin / Fleury
0;0;0;174;993;1353;1724;1488;1107;679;206;0;Quai de la navette fluviale
0;0;0;915;2071;1565;2689;2894;2065;1561;90;0;Queen / Wellington
0;0;0;0;0;0;0;0;596;917;310;0;Querbes / Ball
0;0;0;1027;3120;3578;3498;3317;3442;3091;1113;0;Querbes / Laurier
0;0;0;434;1359;1505;1532;1586;1311;1099;431;0;Quesnel / Vinet
0;0;0;2054;6977;7325;8080;8046;7061;4654;1641;0;Rachel / de Brébeuf
0;0;0;0;0;0;4465;5409;0;0;0;0;Rachel / du Parc-Lafontaine
0;0;0;803;2119;2468;2821;2554;2597;1942;786;0;Regina / de Verdun
0;0;0;0;0;0;2;0;0;0;0;0;René- Lévesque /Papineau
0;0;0;7;0;0;0;0;0;0;0;0;René-Lévesque / 9e avenue
0;0;0;0;0;0;387;1737;1413;1184;549;0;René-Lévesque / Papineau
0;0;0;1898;5760;7273;9141;9929;8961;7375;2763;0;Resther / du Mont-Royal
0;0;0;71;399;535;643;582;479;333;93;0;REV (Souligny / Desmarteau)
0;0;0;895;2722;3347;3778;4014;2309;1054;438;0;Richardson / de Montmorency
0;0;0;1276;5243;5797;7370;6770;5810;4190;1525;0;Richmond / des Bassins
0;0;0;1872;5379;6085;7520;7647;7352;6079;2288;0;Rivard / Rachel
0;0;0;816;1985;2239;2288;1271;970;779;245;0;Rivier / Davidson
0;0;0;0;0;2;0;0;0;0;0;0;Robert Bourassa / Sainte-Catherine
0;0;0;0;0;0;0;0;0;1048;787;0;Robert-Bourassa / de Maisonneuve
0;0;0;0;0;1882;2929;3384;2987;1101;0;0;Robert-Bourassa / Ste-Catherine
0;0;0;93;247;240;244;268;161;149;61;0;Robin / 15e rue
0;0;0;0;0;0;197;1201;42;0;0;0;Robin / de la Visitation
0;0;0;672;2329;2609;2776;2691;2235;1510;579;0;Ropery / Augustin-Cantin
0;0;0;0;0;0;0;0;0;199;93;0;Ropery / Grand Trunk
0;0;0;502;1805;2187;2339;2120;2013;1377;491;0;Rose-de-Lima / Workman
0;0;0;946;2973;2862;2475;2140;1711;1189;314;0;Rosemont / Viau
0;0;0;145;615;753;1029;1361;1337;1035;484;0;Rousselot / Jarry
0;0;0;1829;5238;5699;5813;6407;6381;5691;2268;0;Roy / St-André
0;0;0;2450;7201;8097;9210;9118;9024;7211;2952;0;Roy / St-Denis
0;0;0;2618;8005;7633;5280;5617;5675;5091;2265;0;Roy / St-Laurent
0;0;0;629;1957;2429;2924;3020;2427;1792;751;0;Ryde / Charlevoix
0;0;0;33;110;175;261;295;298;212;50;0;Sabrevois / des Récollets
0;0;0;0;0;0;0;498;97;0;0;0;Saint-Viateur / Casgrain
0;0;0;0;0;0;992;347;0;0;0;0;Sainte-Catherine / Guy
0;0;0;0;852;1936;749;0;0;0;0;0;Sainte-Catherine / Parthenais
0;0;0;0;43;0;0;0;0;0;0;0;Sainte-Catherine / Union
0;0;0;913;3570;3739;4441;3836;4262;3369;1362;0;Sanguinet / de Maisonneuve
0;0;0;1424;2160;1672;1797;2386;2845;2233;850;0;Sanguinet / Ontario
0;0;0;0;0;0;0;0;897;1218;253;0;Sanguinet / Sainte-Catherine
0;0;0;757;2948;3202;1992;1837;799;0;209;0;Sanguinet / Ste-Catherine
0;0;0;412;1462;1804;2213;2026;1800;1462;608;0;Shearer / Centre
0;0;0;592;1749;2099;2292;2447;1949;1754;615;0;Sherbrooke / Frontenac
0;0;0;262;908;983;998;1060;1150;888;333;0;Sherbrooke / Vignal
0;0;0;0;0;0;0;416;805;642;234;0;Sicard / Adam
0;0;0;0;0;0;0;0;804;1123;467;0;Soeurs-Grises / Margueritte d'Youville
0;0;0;0;0;0;0;0;0;0;4;0;Square Nelligan (des Appalaches / Alexis-Nihon)
0;0;0;2449;7866;9081;9080;9693;9904;7950;3117;0;Square St-Louis (du Square St-Louis / Laval)
0;0;0;1132;4431;5107;5614;5800;5074;3872;1559;0;Square Victoria (Viger / du Square-Victoria)
0;0;0;0;0;0;0;0;0;527;327;0;Square Viger (Berri / Viger)
0;0;0;1383;4292;4488;4700;4576;4559;3856;1449;0;St-Alexandre / Ste-Catherine
0;0;0;347;1279;1971;2340;2328;1957;1605;677;0;St-Ambroise / Louis-Cyr
0;0;0;826;3298;3542;3979;6035;6145;5143;1946;0;St-André / Cherrier
0;0;0;899;2862;3323;3688;3778;3175;2791;1078;0;St-André / Ontario
0;0;0;538;1598;1740;2123;2003;1783;1459;549;0;St-André / Robin
0;0;0;674;2152;2470;2694;2509;2238;1709;660;0;St-André / St-Antoine
0;0;0;2022;6443;8094;8968;9109;8790;7513;3071;0;St-André / Ste-Catherine
0;0;0;622;1882;2287;3497;3298;3050;2989;979;0;St-Antoine / de la Montagne
0;0;0;453;1988;2008;1506;2517;1966;1580;295;0;St-Antoine / St-François-Xavier
0;0;0;1759;6832;8621;7202;9577;9222;6931;2812;0;St-Catherine / St-Laurent
0;0;0;54;184;241;367;269;247;194;63;0;St-Charles / Grant
0;0;0;0;0;44;217;188;173;91;34;0;St-Charles / Labonté
0;0;0;70;159;253;242;154;167;97;42;0;St-Charles / Montarville
0;0;0;55;221;207;123;128;110;69;6;0;St-Charles / St-Sylvestre
0;0;0;718;3537;4766;6460;5547;3899;2706;844;0;St-Charles / Thomas-Keefer
0;0;0;641;1457;1941;1640;0;0;0;0;0;St-Christophe / Cherrier
0;0;0;418;2204;2449;2618;2645;2566;1733;600;0;St-Christophe / René-Lévesque
0;0;0;0;0;0;275;1288;1914;1495;559;0;St-Cuthbert / St-Urbain
0;0;0;498;1724;1989;2374;2755;2827;2268;795;0;St-Cyril / Wiseman
0;0;0;746;3760;4571;2440;2485;2591;1987;846;0;St-Denis / René-Lévesque
0;0;0;0;0;209;3671;3860;3492;2497;1052;0;St-Denis / Ste-Catherine
0;0;0;540;2032;2837;2659;2788;3349;2287;861;0;St-Dominique / Bernard
0;0;0;1357;4457;4897;5260;5181;4999;4279;1610;0;St-Dominique / de Bellechasse
0;0;0;944;4194;5368;6073;6100;5916;5243;1636;0;St-Dominique / du Mont-Royal
0;0;0;581;1904;2023;2093;2168;1727;1375;533;0;St-Dominique / Gounod
0;0;0;739;2698;3075;3542;3495;3044;2489;860;0;St-Dominique / Jean-Talon
0;0;0;2682;9136;9999;10823;11484;11025;9419;3492;0;St-Dominique / Laurier
0;0;0;1497;4681;6087;6930;7706;8170;7339;2997;0;St-Dominique / Napoléon
0;0;0;2496;7924;8964;9069;10052;10753;9042;3757;0;St-Dominique / Rachel
0;0;0;1013;3066;3591;3851;4192;4373;3250;1416;0;St-Dominique / St-Viateur
0;0;0;1981;5485;6334;7233;7651;6571;5634;2168;0;St-Dominique / St-Zotique
0;0;0;438;1437;1607;1699;1666;1533;1170;400;0;St-Germain / Hochelaga
0;0;0;195;0;0;0;0;0;0;0;0;St-Gérard / Villeray
0;0;0;0;0;0;0;0;0;0;0;0;St-Henri / Gauvin
0;0;0;0;104;808;805;818;793;566;186;0;St-Henri / Notre-Dame
0;0;0;0;0;0;0;0;1213;1472;543;0;St-Hubert / de Maisonneuve (nord)
0;0;0;0;0;0;0;0;1297;1471;529;0;St-Hubert / de Maisonneuve (sud)
0;0;0;1726;5119;6162;6683;6814;6832;5152;2081;0;St-Hubert / Duluth
0;0;0;1016;3924;4154;3976;3952;3817;3074;1194;0;St-Hubert / Laurier
0;0;0;324;84;0;0;0;0;0;0;0;St-Hubert / René-Lévesque
0;0;0;580;1617;1689;1855;2085;1868;1635;609;0;St-Hubert / St-Joseph
0;0;0;347;1679;1892;2373;2563;1069;0;0;0;St-Hubert /de Maisonneuve
0;0;0;703;1888;1983;1885;1912;1513;1126;474;0;St-Jacques / des Seigneurs
0;0;0;616;2103;2262;3477;3026;3100;2143;893;0;St-Jacques / McGill
0;0;0;442;1936;2445;3236;3295;2064;790;303;0;St-Jacques / St-Laurent
0;0;0;688;1991;3164;4185;4098;3471;2420;1125;0;St-Jacques / St-Pierre
0;0;0;44;170;174;208;233;147;110;44;0;St-Jean-Baptiste / René-Lévesque
0;0;0;121;348;301;242;267;248;101;20;0;St-Joseph / 21e avenue Lachine
0;0;0;255;480;509;367;237;204;120;58;0;St-Joseph / 34e avenue Lachine
0;0;0;552;1398;1271;994;513;465;516;103;0;St-Joseph / 8e avenue Lachine
0;0;0;10;404;24;0;0;0;0;0;0;St-Joseph /21e avenue Lachine
0;0;0;0;0;301;568;472;331;218;77;0;St-Joseph Lachine / 21e avenue
0;0;0;0;0;0;0;0;607;1146;486;0;St-Laurent / St-Jacques
0;0;0;593;1643;1944;1881;1981;2285;1626;544;0;St-Marc / Sherbrooke
0;0;0;0;0;0;0;0;73;2624;1058;0;St-Marc / Ste-Catherine
0;0;0;0;0;0;0;0;0;1026;313;0;St-Mathieu / Baile
0;0;0;1275;4425;4647;4845;5064;4668;3596;1366;0;St-Mathieu / Sherbrooke
0;0;0;1792;5976;6787;7380;7500;4861;2335;670;0;St-Mathieu / Ste-Catherine
0;0;0;0;0;0;0;0;179;198;0;0;St-Mathieu / Tupper
0;0;0;408;1546;1520;1830;1828;1677;1220;168;0;St-Maurice / Robert-Bourassa
0;0;0;1008;2765;3413;4249;4106;3382;2716;1013;0;St-Nicolas / Place d'Youville
0;0;0;465;2082;2229;2598;2283;1861;1338;528;0;St-Patrick / Briand
0;0;0;0;0;1223;2928;2459;1848;1152;481;0;St-Rémi / Ste Émilie
0;0;0;632;2784;2980;3468;3307;3095;2599;1132;0;St-Urbain / Beaubien
0;0;0;903;2786;3479;4183;3827;3276;2449;1069;0;St-Urbain / de la Gauchetière
0;0;0;1007;3585;4473;5505;4976;3262;1869;904;0;St-Urbain / René-Lévesque
0;0;0;0;0;0;0;0;2028;1646;758;0;St-Viateur / Casgrain
0;0;0;352;112;0;0;0;0;0;0;0;St-Viateur / St-Laurent
0;0;0;138;1651;1852;1941;2081;1753;1457;548;0;St-Zotique / Clark
0;0;0;1200;1318;1485;1729;1968;2317;1270;388;0;Stanley / Sherbrooke
0;0;0;0;0;0;0;0;532;2358;920;0;Ste-Catherine / Bishop
0;0;0;956;2694;3240;3710;3738;3191;2501;991;0;Ste-Catherine / Dezery
0;0;0;865;3554;4852;7039;7841;6276;3320;890;0;Ste-Catherine / Labelle
0;0;0;0;0;887;2417;3007;2704;2168;773;0;Ste-Catherine / Parthenais
0;0;0;0;0;0;85;1070;2119;1656;769;0;Ste-Catherine / Sanguinet
0;0;0;1314;4806;5336;5715;5601;3699;1583;477;0;Ste-Catherine / St-Marc
0;0;0;0;0;0;0;0;1639;0;0;0;Ste-Catherine / St-Mathieu
0;0;0;1107;5028;4854;5135;4749;4305;3485;1264;0;Ste-Catherine / Union
0;0;0;108;428;438;495;511;389;300;82;0;Ste-Claire / Pierre-Tétreault
0;0;0;88;249;269;208;270;225;152;56;0;Ste-Croix / Tassé
0;0;0;887;2621;2426;2388;2620;3034;2615;1156;0;Ste-Famille / des Pins
0;0;0;2069;6356;7941;7818;7899;8708;7166;2709;0;Ste-Famille / Sherbrooke
0;0;0;1069;3764;4123;5188;5121;3959;2732;936;0;Ste-Émilie / Sir-Georges-Etienne-Cartier
0;0;0;311;2219;1068;0;0;0;0;0;0;Ste-Émilie / St-Rémi
0;0;0;84;343;642;786;768;606;344;89;0;Stinson / Montpellier
0;0;0;207;551;602;700;686;197;0;0;0;Stuart / St-Viateur
0;0;0;729;2403;3136;1748;2151;2642;1878;635;0;Swail / Decelles
0;0;0;0;0;0;0;0;0;24;4;0;Terminus Le Carrefour (Terry-Fox / Le Carr)
0;0;0;0;0;0;0;82;102;54;21;0;Terminus Le Carrefour (Terry-Fox / Le Carrefour)
0;0;0;18;192;277;282;216;151;102;39;0;Terminus Newman (Airlie / Lafleur)
0;0;0;91;462;553;558;511;375;306;94;0;Thimens / Alexis-Nihon
0;0;0;276;862;987;1131;1161;1024;833;290;0;Tolhurst / Fleury
0;0;0;55;359;431;468;466;362;197;61;0;Travaux publics LaSalle (Cordner / Léger)
0;0;0;1128;4079;4775;4907;5087;5151;3932;1305;0;Tupper / du Fort
0;0;0;811;2442;2802;3174;3198;2801;2019;799;0;Turgeon / Notre-Dame
0;0;0;584;2000;2109;2396;2287;2935;2071;769;0;U. Concordia - Campus Loyola (Sherbrooke / West Broadway)
0;0;0;826;2143;2568;2833;2507;1787;2171;880;0;Union / René-Lévesque
0;0;0;0;1197;2204;2418;2274;2113;1868;760;0;Union / Ste-Catherine
0;0;0;0;0;0;0;0;0;1255;603;0;University / des Pins
0;0;0;2418;6330;6706;6817;8075;14250;11710;5039;0;University / Milton
0;0;0;1320;4542;4582;4781;5252;8104;6254;2712;0;University / Prince-Arthur
0;0;0;1768;5306;6045;6403;6864;6836;6187;2425;0;Vallières / St-Laurent
0;0;0;665;1848;2166;2604;2673;2557;1837;546;0;Valois / Ontario
0;0;0;648;2047;2380;2758;2797;2545;2013;743;0;Valois / Ste-Catherine
0;0;0;0;0;863;887;959;841;609;309;0;Vendôme / Sherbrooke
0;0;0;101;327;349;356;366;258;192;62;0;Victoria / 18e avenue Lachine
0;0;0;980;3128;3449;3891;3726;3298;2503;988;0;Victoria / de Maisonneuve
0;0;0;776;2438;2607;2742;2600;1982;1635;653;0;Victoria Hall
0;0;0;504;1821;2110;2651;2589;2255;1568;396;0;Viger / Chenneville
0;0;0;1438;4234;4200;4359;4863;4808;2085;746;0;Villeneuve / de l'Hôtel-de-Ville
0;0;0;1505;4297;5281;5558;6038;5994;5053;2001;0;Villeneuve / du Parc
0;0;0;0;0;1389;1718;648;0;0;0;0;Villeneuve / St-Denis
0;0;0;1820;5197;5896;6103;6256;6560;5816;2244;0;Villeneuve / St-Laurent
0;0;0;1229;3465;4061;4067;4189;4676;4119;1618;0;Villeneuve / St-Urbain
0;0;0;274;902;931;961;563;464;300;79;0;Villeray / St-Michel
0;0;0;1393;4387;4751;5264;5464;5184;4531;1889;0;Waverly / St-Viateur
0;0;0;673;1797;1941;2256;2387;2294;1792;712;0;Waverly / St-Zotique
0;0;0;488;1427;1787;1568;1796;2044;1809;650;0;Waverly / Van Horne
0;0;0;0;0;1363;3486;4971;2437;0;0;0;Wellington / 2e avenue
0;0;0;0;0;1593;3615;3383;1987;0;0;0;Wellington / Gordon
0;0;0;0;0;1606;3914;5477;2442;0;0;0;Wellington / Hickson
0;0;0;959;2788;3039;2972;3473;3498;2870;1006;0;Wilderton  / Van Horne
0;0;0;551;2091;2480;2867;2835;2493;1798;747;0;William / Robert-Bourassa
0;0;0;954;3148;3965;4325;4018;3495;2623;964;0;William / St-Henri
0;0;0;0;391;1161;1421;1204;1045;932;394;0;Wolfe / de la Gauchetière
0;0;0;559;1354;1762;1765;1912;1743;1259;381;0;Wolfe / René-Lévesque
0;0;0;1032;2562;2797;3062;2970;2909;2449;927;0;Wolfe / Robin
0;0;0;0;0;0;474;2900;1098;0;0;0;Wolfe / Ste-Catherine
0;0;0;655;2059;2451;2619;2639;2118;1653;625;0;Wurtele / de Rouen
0;0;0;1887;5676;6217;7420;7189;6128;4669;1733;0;Young / Wellington
0;0;0;1406;4330;4667;4023;4479;5740;4529;1855;0;Édouard-Montpetit / de Stirling
0;0;0;2162;7062;7650;6941;8555;7778;6237;2354;0;Émile-Duployé / Sherbrooke
0;0;0;304;1302;1367;1353;1731;2075;1401;605;0;Émile-Journault / de Chateaubriand
